18884,TX00,2018/07/18,14:50:05,10717,10717,10717,10717,3,10760.2,E
18885,TX00,2018/07/18,14:55:00,10717,10717,10717,10717,535,10760.2,E
18886,TX00,2018/07/18,15:00:00,10717,10720,10717,10719,1870,10760.6,R
18887,TX00,2018/07/18,15:05:01,10719,10727,10717,10720,1052,10760.8,R
18888,TX00,2018/07/18,15:10:02,10720,10721,10716,10717,324,10760.2,G
18889,TX00,2018/07/18,15:15:09,10717,10721,10716,10721,160,10761,R
18890,TX00,2018/07/18,15:20:04,10720,10721,10719,10721,172,10761,R
18891,TX00,2018/07/18,15:25:04,10720,10723,10719,10722,137,10761.2,R
18892,TX00,2018/07/18,15:30:00,10722,10724,10721,10721,226,10761,G
18893,TX00,2018/07/18,15:35:21,10722,10722,10719,10720,200,10760.8,G
18894,TX00,2018/07/18,15:40:20,10719,10721,10718,10720,176,10760.8,R
18895,TX00,2018/07/18,15:45:02,10720,10720,10718,10718,78,10760.4,G
18896,TX00,2018/07/18,15:50:00,10719,10720,10718,10719,76,10760.6,E
18897,TX00,2018/07/18,15:55:01,10719,10720,10719,10720,37,10760.8,R
18898,TX00,2018/07/18,16:00:07,10720,10720,10719,10719,66,10760.6,G
18899,TX00,2018/07/18,16:05:06,10719,10719,10717,10717,239,10760.2,G
18900,TX00,2018/07/18,16:10:02,10717,10717,10716,10716,91,10760,G
18901,TX00,2018/07/18,16:15:12,10716,10716,10713,10716,212,10760,E
18902,TX00,2018/07/18,16:20:03,10715,10719,10715,10716,152,10760,R
18903,TX00,2018/07/18,16:25:02,10716,10716,10715,10715,19,10759.8,G
18904,TX00,2018/07/18,16:30:00,10715,10716,10715,10716,31,10760,R
18905,TX00,2018/07/18,16:35:02,10717,10718,10716,10717,45,10760.2,E
18906,TX00,2018/07/18,16:40:00,10717,10718,10716,10716,72,10760,G
18907,TX00,2018/07/18,16:45:01,10716,10716,10715,10716,123,10760,E
18908,TX00,2018/07/18,16:50:15,10716,10717,10716,10716,30,10760,E
18909,TX00,2018/07/18,16:55:24,10716,10719,10716,10719,74,10760.6,R
18910,TX00,2018/07/18,17:00:03,10718,10719,10718,10719,23,10760.6,R
18911,TX00,2018/07/18,17:05:06,10720,10720,10719,10719,43,10760.6,G
18912,TX00,2018/07/18,17:10:19,10719,10720,10718,10718,47,10760.4,G
18913,TX00,2018/07/18,17:15:13,10718,10719,10718,10718,23,10760.4,E
18914,TX00,2018/07/18,17:20:17,10718,10720,10718,10720,40,10760.8,R
18915,TX00,2018/07/18,17:25:08,10719,10720,10719,10719,28,10760.6,E
18916,TX00,2018/07/18,17:30:26,10719,10721,10719,10720,51,10760.8,R
18917,TX00,2018/07/18,17:35:47,10720,10720,10719,10720,39,10760.8,E
18918,TX00,2018/07/18,17:40:21,10720,10721,10719,10720,51,10760.8,E
18919,TX00,2018/07/18,17:50:02,10720,10720,10718,10719,115,10760.6,G
18920,TX00,2018/07/18,17:55:47,10720,10721,10719,10720,33,10760.8,E
18921,TX00,2018/07/18,18:00:17,10720,10721,10720,10720,24,10760.8,E
18922,TX00,2018/07/18,18:05:16,10721,10721,10720,10721,50,10761,E
18923,TX00,2018/07/18,18:10:00,10721,10721,10720,10721,26,10761,E
18924,TX00,2018/07/18,18:15:32,10720,10721,10720,10720,28,10760.8,E
